index,Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
125409,7504 Aurora Av N,Natural Gas Odor,02/20/2012 07:45:00 AM +0000,47.683324,-122.34448400000001,"(47.683324, -122.344484)",F120015704
669450,150 Denny Way,Aid Response,11/29/2017 04:21:00 PM +0000,47.618596999999994,-122.354147,"(47.618597, -122.354147)",F170124799
274287,607 3rd Av,Medic Response,10/24/2013 08:37:00 PM +0000,47.602813,-122.33144899999999,"(47.602813, -122.331449)",F130107214
361062,517 3rd Av,Medic Response,10/04/2014 04:00:00 PM +0000,47.602171999999996,-122.330863,"(47.602172, -122.330863)",F140108341
395817,4TH AV S / S JACKSON ST,Trans to AMR,02/16/2015 04:23:00 AM +0000,47.599197,-122.32896799999999,"(47.599197, -122.328968)",F150017418
251509,707 E Pine St,Aid Response,07/25/2013 08:31:00 AM +0000,47.615231,-122.323323,"(47.615231, -122.323323)",F130073920
637800,6004 Corson Av S,4RED - 2 + 1 + 1,08/10/2017 06:35:00 AM +0000,47.548475,-122.32115800000001,"(47.548475, -122.321158)",F170081863
232735,1431 Minor Av,Aid Response,05/15/2013 03:32:00 AM +0000,47.613037,-122.326981,"(47.613037, -122.326981)",F130046820
701150,M L King Jr Way / E Cherry St,Aid Response,03/24/2018 08:28:00 PM +0000,47.607997,-122.296254,"(47.607997, -122.296254)",F180030063
597395,1809 N 97th St,Aid Response,03/24/2017 01:44:00 PM +0000,47.699593,-122.336409,"(47.699593, -122.336409)",F170028864
91183,801 Alaskan Way,Aid Response,09/08/2010 07:46:00 AM +0000,47.602348,-122.337148,0,0
143934,810 Virginia St,Aid Response,05/13/2012 08:21:00 AM +0000,47.615789,-122.33650700000001,"(47.615789, -122.336507)",F120043112
688150,517 3rd Av,Medic Response,02/03/2018 07:54:00 PM +0000,47.602171999999996,-122.330863,"(47.602172, -122.330863)",F180012562
32699,9800 4th Av Ne,Medic Response,07/06/2011 09:56:00 PM +0000,47.699872,-122.324247,"(47.699872, -122.324247)",F110061037
74045,7301 Delridge Way Sw,Trans to AMR,12/09/2010 10:05:00 AM +0000,47.537157,-122.36120600000001,"(47.537157, -122.361206)",0
657795,11616 Aurora Av N,Aid Response,10/20/2017 12:03:00 PM +0000,47.713747,-122.34483700000001,"(47.713747, -122.344837)",F170109193
249092,2911 2nd Av,Auto Fire Alarm,07/16/2013 11:20:00 AM +0000,47.617657,-122.35177,"(47.617657, -122.35177)",F130070499
396503,462 Ne 70th St,Aid Response,02/16/2015 06:01:00 PM +0000,47.679394,-122.32284399999999,"(47.679394, -122.322844)",F150017571
502031,6339 34th Av Sw,Aid Response,03/10/2016 07:54:00 AM +0000,47.546215000000004,-122.375056,"(47.546215, -122.375056)",F160027165
407463,77 S Washington St,Aid Response,04/01/2015 09:50:00 PM +0000,47.600885,-122.334925,"(47.600885, -122.334925)",F150034717
266700,1400 6th Av,Aid Response,09/22/2013 03:35:00 PM +0000,47.61015,-122.333556,"(47.61015, -122.333556)",F130096172
176584,10627 60th Av S,Trans to AMR,09/24/2012 07:54:00 AM +0000,47.505644000000004,-122.25832,"(47.505644, -122.25832)",F120090954
319982,1533 Western Av,Aid Response,05/03/2014 09:23:00 PM +0000,47.608965999999995,-122.341682,"(47.608966, -122.341682)",F140044309
459028,400 23rd Av,Aid Response,09/29/2015 10:15:00 PM +0000,47.605146999999995,-122.30278999999999,"(47.605147, -122.30279)",F150112028
315233,2030 3rd Av,Medic Response,04/14/2014 07:16:00 AM +0000,47.612626,-122.341277,"(47.612626, -122.341277)",F140037243
523234,1801 16th Av Sw,Aid Response,05/24/2016 03:49:00 PM +0000,47.586231,-122.355429,"(47.586231, -122.355429)",F160059102
340881,109 23rd Av E,Aid Response,07/23/2014 10:44:00 AM +0000,47.619215000000004,-122.302545,"(47.619215, -122.302545)",F140077874
386008,3RD AV / PIKE ST,Aid Response,01/06/2015 10:16:00 PM +0000,47.60975,-122.33779299999999,"(47.60975, -122.337793)",F150002087
68728,4057 7th Av Ne,Trans to AMR,01/04/2011 05:08:00 PM +0000,47.656353,-122.320852,"(47.656353, -122.320852)",F110001098
700337,Broadway / E Pine St,Aid Response,03/21/2018 09:22:00 PM +0000,47.615235,-122.320799,"(47.615235, -122.320799)",F180029084
601371,NE 50TH ST / LATONA AV NE,Aid Response,04/10/2017 01:06:00 PM +0000,47.664984000000004,-122.32505400000001,"(47.664984, -122.325054)",F170034733
74556,3003 14th Av W,Automatic Fire Alarm Resd,12/06/2010 08:44:00 PM +0000,47.646619,-122.37487800000001,"(47.646619, -122.374878)",0
271965,2707 Rainier Av S,Aid Response,10/13/2013 04:35:00 PM +0000,47.579157,-122.298767,"(47.579157, -122.298767)",F130103534
628746,Wabash Av S / 55th Av S,Aid Response,07/14/2017 11:07:00 PM +0000,47.525278,-122.263828,"(47.525278, -122.263828)",F170071011
653408,810 Virginia St,Aid Response,10/08/2017 04:40:00 PM +0000,47.615789,-122.33650700000001,"(47.615789, -122.336507)",F170105025
536082,Delmar Dr E / E Lynn St,Aid Response,07/09/2016 04:14:00 PM +0000,47.63968,-122.31366799999999,"(47.63968, -122.313668)",F160079419
359827,600 Broadway,Medic Response,09/30/2014 12:10:00 AM +0000,47.607217999999996,-122.320752,"(47.607218, -122.320752)",F140106528
433972,11039 17th Av Ne,Aid Response,07/04/2015 12:03:00 PM +0000,47.709396999999996,-122.309982,"(47.709397, -122.309982)",F150073669
249653,5624 Roosevelt Way Ne,Aid Response,07/18/2013 02:25:00 PM +0000,47.669536,-122.31736399999998,"(47.669536, -122.317364)",F130071291
231899,5041 Rainier Av S,Aid Response,05/12/2013 07:23:00 PM +0000,47.5568,-122.284456,"(47.5568, -122.284456)",F130045982
352454,Pike St / 3rd Av,Aid Response,09/01/2014 06:45:00 PM +0000,47.60975,-122.33779299999999,"(47.60975, -122.337793)",F140094751
254671,Mercer St / 9th Av N,Aid Response,08/06/2013 09:24:00 PM +0000,47.624544,-122.33974099999999,"(47.624544, -122.339741)",F130078699
514809,221 18th Av S,Auto Fire Alarm,04/23/2016 11:06:00 PM +0000,47.600659,-122.30896399999999,"(47.600659, -122.308964)",F160046005
335455,113 23rd Av S,Aid Response,07/02/2014 09:44:00 AM +0000,47.601649,-122.302324,"(47.601649, -122.302324)",F140068906
151859,5030 Roosevelt Way Ne,Aid Response,06/16/2012 02:46:00 AM +0000,47.665157,-122.317402,"(47.665157, -122.317402)",F120054478
394321,2909 E Madison St,Aid Response,02/07/2015 10:20:00 PM +0000,47.624289000000005,-122.294995,"(47.624289, -122.294995)",F150014118
265302,907 Belmont Av E,Aid Response,09/17/2013 02:25:00 AM +0000,47.626792,-122.325622,"(47.626792, -122.325622)",F130094210
44262,2700 Ne 125th St,Medic Response- 7 per Rule,05/08/2011 04:55:00 AM +0000,47.719301,-122.299089,"(47.719301, -122.299089)",F110039671
685079,517 3rd Av,Medic Response,01/27/2018 09:14:00 PM +0000,47.602171999999996,-122.330863,"(47.602172, -122.330863)",F180010064
482398,1727 Belmont Av,Aid Response,12/29/2015 02:07:00 AM +0000,47.616719,-122.32449199999999,"(47.616719, -122.324492)",F150148112
773797,Queen Anne Av N / W Harrison St,1RED 1 Unit,12/06/2018 08:49:00 AM +0000,47.622108000000004,-122.356729,"(47.622108, -122.356729)",F180127549
553964,10 Denny Way,Aid Response,09/12/2016 01:28:00 PM +0000,47.618607,-122.356647,"(47.618607, -122.356647)",F160104467
562348,450 Ne 100th St,Medic Response,10/06/2016 06:40:00 PM +0000,47.701329,-122.32368400000001,"(47.701329, -122.323684)",F160113357
87065,42nd Av S / S Othello St,Motor Vehicle Accident,09/27/2010 07:41:00 AM +0000,47.537048999999996,-122.280735,0,0
68807,6561 Phinney Av N,Medic Response,01/04/2011 04:58:00 AM +0000,47.677128,-122.35436000000001,"(47.677128, -122.35436)",F110000987
42422,9240 2nd Av Sw,Medic Response,05/17/2011 12:12:00 PM +0000,47.520453,-122.336003,"(47.520453, -122.336003)",F110042498
474277,Battery St / Elliott Av,Aid Response,11/25/2015 06:56:00 AM +0000,47.612815000000005,-122.34953300000001,"(47.612815, -122.349533)",F150135120
582656,300 Boren Av N,Rescue Elevator,12/20/2016 01:24:00 AM +0000,47.620864000000005,-122.335857,"(47.620864, -122.335857)",F160139682
681205,2826 S Bradford Pl,Medic Response,01/13/2018 08:29:00 PM +0000,47.568609,-122.295925,"(47.568609, -122.295925)",F180004760
533900,Cheasty Blvd S / 24th Pl S,MVI - Motor Vehicle Incident,07/01/2016 07:25:00 PM +0000,47.564015999999995,-122.30167900000001,"(47.564016, -122.301679)",F160076365
444275,2445 3rd Av S,Rescue Elevator,08/07/2015 09:44:00 PM +0000,47.581578,-122.32998799999999,"(47.581578, -122.329988)",F150089505
107717,7630 Highland Park Way Sw,Aid Response,11/29/2011 01:11:00 PM +0000,47.534042,-122.34706899999999,"(47.534042, -122.347069)",F110110043
190257,1111 3rd Av,Aid Response,11/21/2012 07:07:00 PM +0000,47.60641,-122.33473899999998,"(47.60641, -122.334739)",F120110782
437457,2623 Ne 45 St,Auto Fire Alarm,07/17/2015 11:02:00 PM +0000,0.0,0.0,"(0, 0)",F150079890
519324,9525 17th Av Ne,Aid Response,05/10/2016 01:55:00 PM +0000,47.697819,-122.309454,"(47.697819, -122.309454)",F160053241
118848,800 Occidental Av S,Medic Response,01/21/2012 05:18:00 AM +0000,47.595693,-122.33327299999999,"(47.595693, -122.333273)",F120006060
291427,4732 Brooklyn Av Ne,Aid Response,01/07/2014 09:50:00 PM +0000,47.663288,-122.31423500000001,"(47.663288, -122.314235)",F140002475
32196,812 E Shelby St,Aid Response,07/09/2011 01:20:00 AM +0000,47.646921999999996,-122.321949,"(47.646922, -122.321949)",F110061803
753637,1431 Minor Av,Aid Response,09/24/2018 10:00:00 AM +0000,47.613246999999994,-122.32718700000001,"(47.613247, -122.327187)",F180101102
503811,10420 60th Av S,Automatic Medical Alarm,03/17/2016 03:09:00 PM +0000,47.507521000000004,-122.25837,"(47.507521, -122.25837)",F160030146
580443,505 Ne 70th St,Aid Response,12/12/2016 05:35:00 AM +0000,47.679478,-122.322726,"(47.679478, -122.322726)",F160136627
355046,1718 Alki Av Sw,Aid Response,09/11/2014 11:29:00 AM +0000,47.588209,-122.395625,"(47.588209, -122.395625)",F140098820
604200,1531 E Olin Pl,Automatic Medical Alarm,04/21/2017 10:56:00 PM +0000,47.635605,-122.31276399999999,"(47.635605, -122.312764)",F170038817
631842,801 5th Av,Auto Fire Alarm,07/24/2017 05:16:00 PM +0000,47.605126,-122.33049399999999,"(47.605126, -122.330494)",F170074800
365386,1202 S Donovan St,Medic Response,10/19/2014 04:13:00 PM +0000,47.5256,-122.31756899999999,"(47.5256, -122.317569)",F140114443
645013,1302 Nw 90th St,Fire in Single Family Res,09/05/2017 07:24:00 PM +0000,47.694253,-122.37276999999999,"(47.694253, -122.37277)",F170092423
629468,7137 27th Av Sw,Aid Response,07/16/2017 03:56:00 AM +0000,47.538398,-122.36765700000001,"(47.538398, -122.367657)",F170071487
330810,4001 21st Av W,Aid Response,06/15/2014 08:22:00 PM +0000,47.655631,-122.38338600000002,"(47.655631, -122.383386)",F140062070
376050,801 9th Av,Aid Response,11/27/2014 06:03:00 PM +0000,47.606982,-122.32605600000001,"(47.606982, -122.326056)",F140129413
545717,1821 E Mercer St,Automatic Medical Alarm,08/11/2016 01:25:00 AM +0000,47.624424,-122.308378,"(47.624424, -122.308378)",F160091925
536533,1103 16th Av,Auto Fire Alarm,07/11/2016 10:21:00 AM +0000,47.611553,-122.311479,"(47.611553, -122.311479)",F160080062
335678,1401 2nd Av,Aid Response,07/04/2014 11:17:00 PM +0000,47.608292,-122.33799499999999,"(47.608292, -122.337995)",F140070021
494441,9105 24th Av Nw,Aid Response,02/11/2016 03:39:00 PM +0000,47.695214,-122.38757,"(47.695214, -122.38757)",F160016252
533265,2700 California Av Sw,Aid Response,06/28/2016 06:23:00 PM +0000,47.57931,-122.38662099999999,"(47.57931, -122.386621)",F160075253
277304,39th Av S / S Dawson St,Aid Response,11/10/2013 11:35:00 PM +0000,47.555488000000004,-122.283483,"(47.555488, -122.283483)",F130113470
14303,620 N 125th St,Aid Response,09/30/2011 07:59:00 PM +0000,47.719590000000004,-122.351352,0,F110091283
285690,2119 3rd Av,Aid Response,12/12/2013 11:18:00 PM +0000,47.613308,-122.342432,"(47.613308, -122.342432)",F130124490
419261,6827 49th Av Ne,Automatic Fire Alarm Resd,05/16/2015 01:20:00 AM +0000,47.677834000000004,-122.275596,"(47.677834, -122.275596)",F150052478
769610,1729 Boylston Av,Aid Response,11/20/2018 11:05:00 PM +0000,47.617059999999995,-122.32343999999999,"(47.61706, -122.32344)",F180122364
456836,2nd Av / University St,Aid Response,09/22/2015 12:23:00 AM +0000,47.607299,-122.33708700000001,"(47.607299, -122.337087)",F150108751
573883,9347 7th Av S,Medic Response,11/17/2016 02:05:00 PM +0000,47.519301,-122.324976,"(47.519301, -122.324976)",F160128251
496938,N 45th St / Stone Way N,Fuel Spill,02/20/2016 07:06:00 AM +0000,47.661384999999996,-122.342145,"(47.661385, -122.342145)",F160019710
748081,18 Galer St,Activated CO Detector,09/03/2018 05:13:00 PM +0000,47.632317,-122.35603600000002,"(47.632317, -122.356036)",F180093667
584939,9550 1st Av Ne,Auto Fire Alarm,12/27/2016 04:49:00 PM +0000,47.698088,-122.32845900000001,"(47.698088, -122.328459)",F160142354
205280,101 23rd Av S,TEST - MIS TEST,01/23/2013 11:19:00 PM +0000,47.601665999999994,-122.30233799999999,"(47.601666, -122.302338)",F130008013
397008,8725 Evanston Av N,Aid Response,02/19/2015 06:56:00 AM +0000,47.692551,-122.35128799999998,"(47.692551, -122.351288)",F150018526
468139,5627 Brooklyn Av Ne,Medic Response,10/31/2015 10:12:00 PM +0000,47.669676,-122.31416200000001,"(47.669676, -122.314162)",F150125171
572702,5055 Pullman Av Ne,Medic Response,11/11/2016 06:08:00 PM +0000,47.66963,-122.27330500000001,"(47.66963, -122.273305)",F160126185
269966,1005 E Miller St,Trans to AMR,10/05/2013 03:44:00 PM +0000,47.641355,-122.319949,"(47.641355, -122.319949)",F130100902
583144,303 N 138th St,Aid Response,12/24/2016 03:04:00 PM +0000,47.729645,-122.355523,"(47.729645, -122.355523)",F160141371
329039,1245 10th Av E,Auto Fire Alarm,06/09/2014 01:36:00 PM +0000,47.630887,-122.32020800000001,"(47.630887, -122.320208)",F140059531
269608,1000 Occidental Av S,Aid Response,10/04/2013 02:45:00 AM +0000,47.594035,-122.333269,"(47.594035, -122.333269)",F130100405
331483,5112 S Kenyon St,Hang-Up- Aid,06/19/2014 02:12:00 AM +0000,47.531582,-122.269691,"(47.531582, -122.269691)",F140063365
106003,900 University St,Aid Response,11/21/2011 03:10:00 PM +0000,47.61055,-122.32931799999999,"(47.61055, -122.329318)",F110107778
383895,6306 S Hazel St,Medic Response,12/29/2014 02:43:00 PM +0000,47.504766,-122.254226,"(47.504766, -122.254226)",F140140823
737329,1615 19th Av,Auto Fire Alarm,07/26/2018 02:25:00 PM +0000,47.615477,-122.30743999999999,"(47.615477, -122.30744)",F180078141
656990,3224 4th Av S,Aid Response,10/16/2017 10:39:00 PM +0000,47.575283,-122.32905900000002,"(47.575283, -122.329059)",F170108009
506231,2326 California Av Sw,Aid Response,03/28/2016 10:11:00 PM +0000,47.582838,-122.38648500000001,"(47.582838, -122.386485)",F160034847
98664,7500 Seward Park Av S,Medic Response,07/20/2010 07:54:00 AM +0000,47.535387,-122.267284,0,0
134345,525 25th Av S,Trans to AMR,04/01/2012 10:00:00 AM +0000,47.597929,-122.29992299999999,"(47.597929, -122.299923)",F120028804
80050,Rainier Av S / S King St,Motor Vehicle Accident,10/30/2010 12:00:00 PM +0000,47.598331,-122.31340700000001,0,0
450975,5417 41st Av Sw,Medic Response,09/01/2015 03:04:00 AM +0000,47.553702,-122.38423,"(47.553702, -122.38423)",F150100340
74936,0 - 0 Nb I5 At Yesler,Motor Vehicle Accident Freeway,12/04/2010 10:14:00 PM +0000,47.602936,-122.326094,"(47.602936, -122.326094)",0
476180,6553 Earl Av Nw,Aid Response,12/01/2015 06:34:00 PM +0000,47.676372,-122.39184399999999,"(47.676372, -122.391844)",F150137357
454058,1101 Madison St,Aid Response,09/13/2015 11:39:00 PM +0000,47.609343,-122.325128,"(47.609343, -122.325128)",F150105554
126884,Meridian Av N / N 105th St,Alarm Bell,02/27/2012 10:10:00 AM +0000,47.705036,-122.33393000000001,"(47.705036, -122.33393)",F120017945
639094,4501 9th Av Nw,Trans to AMR,08/17/2017 08:56:00 PM +0000,47.661467,-122.36861599999999,"(47.661467, -122.368616)",F170084798
525779,1912 N 45th St,Wires Down,06/03/2016 01:03:00 AM +0000,47.661386,-122.33498999999999,"(47.661386, -122.33499)",F160063587
110586,811 26th Av,Medic Response,12/13/2011 08:54:00 AM +0000,47.609114,-122.298855,"(47.609114, -122.298855)",F110114164
318862,10049 College Way N,Aid Response,04/30/2014 01:50:00 PM +0000,47.701756,-122.335022,"(47.701756, -122.335022)",F140042927
691761,317 Marion St,Investigate Out Of Service,02/19/2018 07:25:00 PM +0000,47.604991,-122.333174,"(47.604991, -122.333174)",F180018047
523233,1902 2nd Av,Trans to AMR,05/24/2016 02:41:00 PM +0000,47.610972,-122.340465,"(47.610972, -122.340465)",F160059082
180235,1908 1st Av N,Medic Response,10/08/2012 10:15:00 PM +0000,47.635999,-122.35561399999999,"(47.635999, -122.355614)",F120096090
263519,N 88th St / Nesbit Av N,Aid Response,09/09/2013 11:17:00 PM +0000,47.692372999999996,-122.34346799999999,"(47.692373, -122.343468)",F130091457
513260,2712 1ST AV S,Automatic Medical Alarm,04/27/2016 03:04:00 PM +0000,47.579685,-122.33420100000001,"(47.579685, -122.334201)",F160047459
302894,1911 Aurora Av N,Aid Response,02/24/2014 03:51:00 AM +0000,47.636938,-122.344127,"(47.636938, -122.344127)",F140019751
754962,1813 19th Av,Aid Response,09/25/2018 05:26:00 PM +0000,47.617715000000004,-122.307396,"(47.617715, -122.307396)",F180101630
64164,1403 Broadmoor Dr E,Aid Response,01/27/2011 01:45:00 AM +0000,47.631478,-122.28758899999998,"(47.631478, -122.287589)",F110007929
741077,Stone Way N / N 41st St,Aid Response,08/09/2018 07:13:00 PM +0000,47.656643,-122.342377,"(47.656643, -122.342377)",F180084129
106955,29th Av Sw / Sw Graham St,Motor Vehicle Accident,11/24/2011 10:20:00 PM +0000,47.547135,-122.370042,"(47.547135, -122.370042)",F110108794
582056,18TH AV SW / SW BARTON ST,Medic Response,12/18/2016 12:51:00 PM +0000,47.521031,-122.35781599999999,"(47.521031, -122.357816)",F160139074
175581,747 N 135th St,Aid Response,09/19/2012 05:25:00 PM +0000,47.726864,-122.34801200000001,"(47.726864, -122.348012)",F120089349
550550,2144 N 51st St,Trans to AMR,08/26/2016 05:53:00 AM +0000,47.665768,-122.33311100000002,"(47.665768, -122.333111)",F160098288
137513,1431 Minor Av,Trans to AMR,04/15/2012 02:04:00 AM +0000,47.613037,-122.326981,"(47.613037, -122.326981)",F120033379
498131,6135 Seaview Av Nw,Rescue Salt Water,02/25/2016 01:58:00 AM +0000,47.673551,-122.40635900000001,"(47.673551, -122.406359)",F160021421
519558,100 Nw 85th St,Aid Response,05/10/2016 02:56:00 AM +0000,47.69061,-122.357982,"(47.69061, -122.357982)",F160053090
546949,12550 Greenwood Av N,Aid Response,08/13/2016 09:24:00 PM +0000,47.720051,-122.35553999999999,"(47.720051, -122.35554)",F160093286
354218,217 James St,Aid Response,09/07/2014 09:11:00 PM +0000,47.602385999999996,-122.332326,"(47.602386, -122.332326)",F140097244
276809,3435 38th Av W,Aid Response,11/02/2013 11:26:00 PM +0000,47.650760999999996,-122.405749,"(47.650761, -122.405749)",F130110640
261228,4200 Whitman Ct Ne,Aid Response,09/01/2013 01:35:00 AM +0000,47.658634,-122.304247,"(47.658634, -122.304247)",F130088223
550490,11th Av Nw / Nw 46th St,Unk Odor,08/26/2016 07:54:00 PM +0000,47.662199,-122.370768,"(47.662199, -122.370768)",F160098569
478788,12525 Aurora Av N,Aid Response,12/10/2015 12:57:00 PM +0000,47.719793,-122.344939,"(47.719793, -122.344939)",F150141123
58540,4545 42nd Av Sw,Aid Response,02/25/2011 03:54:00 AM +0000,47.562472,-122.38545500000001,"(47.562472, -122.385455)",F110016691
299131,816 S Kenyon St,AFA4 - Auto Alarm 2 + 1 + 1,02/08/2014 01:20:00 AM +0000,47.531951,-122.322621,"(47.531951, -122.322621)",F140014060
402077,2903 E Union St,Aid Response,03/12/2015 02:06:00 PM +0000,47.612956,-122.294908,"(47.612956, -122.294908)",F150026896
315980,9050 Greenwood Av N,Aid Response,04/18/2014 04:56:00 PM +0000,47.694665,-122.35534399999999,"(47.694665, -122.355344)",F140038780
515252,1603 Nagle Pl,Aid Response,04/28/2016 05:22:00 AM +0000,47.615265,-122.320016,"(47.615265, -122.320016)",F160047746
258360,800 S King St,Medic Response,08/21/2013 05:39:00 AM +0000,47.598348,-122.322448,"(47.598348, -122.322448)",F130084083
271402,3223 1st Av S,Medic Response,10/11/2013 05:27:00 PM +0000,47.575297,-122.334203,"(47.575297, -122.334203)",F130102869
94935,805 4th Av N,Aid Response,08/11/2010 07:48:00 AM +0000,47.626321999999995,-122.348863,0,0
336597,14362 30th Av Ne,Investigate Out Of Service,07/05/2014 08:46:00 PM +0000,47.732585,-122.296535,"(47.732585, -122.296535)",F140070450
594602,1531 1st Av,Trans to AMR,03/14/2017 04:05:00 PM +0000,47.609125,-122.340291,"(47.609125, -122.340291)",F170025546
467811,320 Nw 46th St,Medic Response,11/02/2015 07:58:00 AM +0000,47.662186,-122.36099399999999,"(47.662186, -122.360994)",F150125729
264121,2519 1st Av,Aid Response,09/12/2013 02:43:00 AM +0000,47.614798,-122.348918,"(47.614798, -122.348918)",F130092332
375221,306 6th Av S,Aid Response,11/23/2014 03:40:00 AM +0000,47.599981,-122.326357,"(47.599981, -122.326357)",F140127853
388237,818 Ne 106th St,Trans to AMR,01/15/2015 05:45:00 PM +0000,47.705841,-122.319275,"(47.705841, -122.319275)",F150005346
350821,9729 3rd Av Nw,Aid Response,08/27/2014 05:21:00 PM +0000,47.699841,-122.360722,"(47.699841, -122.360722)",F140092852
346425,400 Broad St,Aid Response,08/10/2014 08:45:00 AM +0000,47.619744,-122.348859,"(47.619744, -122.348859)",F140085715
225814,500 5th Av,Aid Response,04/19/2013 05:06:00 PM +0000,47.602985,-122.328535,"(47.602985, -122.328535)",F130037381
191455,7116 West Marginal Way Sw,Aid Response,11/27/2012 06:36:00 AM +0000,47.53972,-122.34115600000001,"(47.53972, -122.341156)",F120112389
510168,757 Bellevue Av E,Aid Response,04/08/2016 03:04:00 AM +0000,47.625642,-122.326586,"(47.625642, -122.326586)",F160039187
210473,Broadway / Madison St,Aid Response,02/15/2013 06:21:00 AM +0000,47.611169,-122.32076,"(47.611169, -122.32076)",F130015541
235777,9101 50th Av S,Medic Response,05/27/2013 03:52:00 AM +0000,47.522321000000005,-122.271405,"(47.522321, -122.271405)",F130051007
626155,50 University St,Aid Response,07/05/2017 03:39:00 AM +0000,47.606052000000005,-122.34006699999999,"(47.606052, -122.340067)",F170067017
378972,305 Harrison St,Aid Response,12/10/2014 12:41:00 AM +0000,47.622089,-122.351371,"(47.622089, -122.351371)",F140133775
325914,9455 27th Av Sw,Aid Response,05/28/2014 11:05:00 PM +0000,47.518178000000006,-122.367277,"(47.518178, -122.367277)",F140054525
238650,903 25th Av S,Automatic Fire Alarm Resd,06/07/2013 01:26:00 PM +0000,47.594558,-122.30011299999998,"(47.594558, -122.300113)",F130055362
613873,Delridge Way Sw / Sw Henderson St,MVI - Motor Vehicle Incident,05/24/2017 02:56:00 PM +0000,47.522861,-122.360099,"(47.522861, -122.360099)",F170050945
671725,4611 35th Av Sw,Aid Response,12/08/2017 07:20:00 AM +0000,47.561926,-122.376204,"(47.561926, -122.376204)",F170127870
730630,1431 Minor Av,Aid Response,07/09/2018 12:46:00 AM +0000,47.613246999999994,-122.32718700000001,"(47.613247, -122.327187)",F180070777
207203,11725 15th Av Ne,Aid Response,02/01/2013 01:38:00 PM +0000,47.714518,-122.31250700000001,"(47.714518, -122.312507)",F130010737
714166,10351 11th Av Nw,Aid Response,05/13/2018 06:34:00 PM +0000,47.7044,-122.3704,"(47.7044, -122.3704)",F180047922
171931,1000 2nd Av,Medic Response,09/04/2012 10:22:00 PM +0000,47.605159,-122.33512900000001,"(47.605159, -122.335129)",F120083983
685318,834 Ne 95th St,Aid Response,01/26/2018 05:32:00 PM +0000,47.69767,-122.31986,"(47.69767, -122.31986)",F180009631
445267,3651 34th Av S,Rescue Elevator,08/12/2015 07:02:00 PM +0000,47.571115,-122.28993,"(47.571115, -122.28993)",F150091621
255108,9831 Marine View Dr Sw,Medic Response,08/08/2013 09:41:00 AM +0000,47.515113,-122.391452,"(47.515113, -122.391452)",F130079361
625602,747 N 135th St,Aid Response Yellow,07/02/2017 07:12:00 AM +0000,47.726864,-122.34801200000001,"(47.726864, -122.348012)",F170065808
620893,600 5th Av W,Aid Response,06/17/2017 10:50:00 AM +0000,47.624607,-122.36323999999999,"(47.624607, -122.36324)",F170060035
283252,875 Nw Elford Dr,Aid Response,12/05/2013 12:51:00 AM +0000,47.728155,-122.36851499999999,"(47.728155, -122.368515)",F130121291
143580,2030 3rd Av,Aid Response,05/11/2012 10:42:00 PM +0000,47.612626,-122.341277,"(47.612626, -122.341277)",F120042542
716214,825 Eastlake Av E,Medic Response,05/17/2018 11:54:00 AM +0000,47.626215,-122.329199,"(47.626215, -122.329199)",F180049326
483004,505 S Cloverdale St,Auto Fire Alarm,12/28/2015 06:10:00 AM +0000,47.526481,-122.32813300000001,"(47.526481, -122.328133)",F150147817
231484,14836 8th Av Ne,Mutual Aid- Medic,05/11/2013 04:11:00 AM +0000,47.736376,-122.320866,"(47.736376, -122.320866)",B130045389
119612,5036 25th Av Ne,Medic Response,01/25/2012 09:58:00 AM +0000,47.665669,-122.300628,"(47.665669, -122.300628)",F120007390
258482,Nw 75th St / 20th Av Nw,Aid Response,08/22/2013 03:58:00 AM +0000,47.683201000000004,-122.38216399999999,"(47.683201, -122.382164)",F130084441
68535,6545 Ravenna Av Ne,Automatic Medical Alarm,01/05/2011 03:44:00 PM +0000,47.676048,-122.30382,"(47.676048, -122.30382)",F110001383
756961,6th Av Sw / Sw Cambridge St,Aid Response,10/04/2018 07:39:00 AM +0000,47.519116,-122.34288600000001,"(47.519116, -122.342886)",F180104982
47333,10545 Aurora Av N,Car Fire,04/23/2011 10:26:00 PM +0000,47.705383000000005,-122.3447,"(47.705383, -122.3447)",F110035175
297711,1431 Minor Av,Aid Response,02/03/2014 01:35:00 PM +0000,47.613037,-122.326981,"(47.613037, -122.326981)",F140012168
495405,1500 6th Av S,1RED 1 Unit,02/14/2016 10:21:00 AM +0000,47.589883,-122.325969,"(47.589883, -122.325969)",F160017488
689295,306 23rd Av S,Trans to AMR,02/08/2018 11:30:00 AM +0000,47.600257,-122.30223600000001,"(47.600257, -122.302236)",F180014116
370775,904 7th Av,Medic Response,11/07/2014 07:58:00 PM +0000,47.6069,-122.329051,"(47.6069, -122.329051)",F140121843
625422,301 Ne 103rd St,Investigate Out Of Service,07/02/2017 05:39:00 PM +0000,47.70316,-122.325828,"(47.70316, -122.325828)",F170065984
755297,8th Av Sw/sw Roxbury St,Car Fire,09/27/2018 02:27:00 PM +0000,47.517303000000005,-122.345423,"(47.517303, -122.345423)",F180102585
221076,2700 S Hanford St,Aid Response,03/30/2013 05:09:00 PM +0000,47.575082,-122.298266,"(47.575082, -122.298266)",F130030021
